User_ID,Name,Age,Profile_Type,Gender,Country,Subscription_Plan,Favorite_Genre,Watch_Time_Hours_Per_Week,Device_Used,Monthly_Spend_USD,Join_Date,Last_Login,Movies_Watched_Per_Month,Bing_Watcher
2111,Kimberly Curtis,17,Kids,Female,Australia,Standard,Family,30,Laptop,8.22,2022-11-21,2026-04-09,41,No
2112,Erik Clark,31,Adult,Female,Germany,Standard,Action,24,Smart TV,17.26,2025-01-14,2026-02-23,32,Yes
2113,James Wood,48,Adult,Male,India,Standard,Drama,44,Smart TV,6.99,2024-11-22,2026-05-10,40,Yes
2114,Courtney Wilson,26,Adult,Male,Canada,Basic,Fantasy,18,Laptop,5.65,2021-10-03,2026-04-09,21,Yes
2115,David Tucker,24,Adult,Female,Australia,Premium,Cartoon,7,Tablet,14.71,2024-11-17,2026-02-06,43,Yes
2116,James Kramer,60,Adult,Female,USA,Basic,Animation,13,Tablet,16.93,2022-06-23,2026-02-02,29,Yes
2117,Eddie Garza,40,Adult,Male,France,Standard,Animation,24,Laptop,7.27,2023-01-31,2026-04-10,28,Yes
2118,Eddie Kramer,48,Adult,Female,UK,Standard,Action,23,Tablet,12.74,2022-03-11,2026-01-23,14,No
2119,Timothy Wood,7,Kids,Male,Canada,Premium,Sci-Fi,23,Smart TV,17.6,2021-06-09,2026-06-08,22,No
2120,Jonathan Wood,23,Adult,Male,Canada,Basic,Action,33,Smart TV,5.07,2023-03-10,2026-06-03,21,No
2121,Erik Kramer,39,Adult,Male,Germany,Basic,Animation,44,Smart TV,6.45,2025-01-11,2026-03-27,20,No
2122,Jonathan Clark,39,Adult,Male,France,Basic,Sci-Fi,32,Tablet,16.84,2022-11-11,2026-05-03,17,No
2123,Mark Garza,40,Adult,Male,USA,Basic,Sci-Fi,18,Tablet,17.44,2025-01-05,2026-04-12,42,Yes
2124,Courtney Sherman,23,Adult,Male,Canada,Premium,Cartoon,30,Tablet,10.05,2022-07-24,2026-01-15,24,No
2125,David Clark,11,Kids,Female,Germany,Premium,Thriller,7,Mobile,13.29,2024-05-19,2026-01-02,21,No
2126,Erik Mendoza,44,Adult,Male,USA,Standard,Comedy,40,Tablet,7.75,2021-06-27,2026-03-20,17,No
2127,James Kramer,6,Kids,Male,Canada,Basic,Sci-Fi,24,Laptop,12.1,2022-11-17,2026-01-07,10,Yes
2128,Jonathan Clark,42,Adult,Female,USA,Basic,Thriller,42,Mobile,7.99,2023-08-13,2026-05-11,30,Yes
2129,Courtney Tucker,50,Adult,Female,India,Basic,Sci-Fi,46,Mobile,16.23,2023-04-19,2026-04-02,44,Yes
2130,Mark Curtis,66,Adult,Male,Australia,Standard,Animation,49,Smart TV,9.76,2024-02-23,2026-01-25,48,No
2131,Eddie Miller,22,Adult,Female,Germany,Premium,Horror,38,Tablet,10.39,2023-02-18,2026-01-15,15,No
2132,Jonathan Curtis,36,Adult,Male,Australia,Basic,Fantasy,29,Tablet,11.96,2023-08-09,2026-06-01,4,No
2133,Kimberly Clark,25,Adult,Female,Germany,Standard,Drama,49,Laptop,9.34,2023-05-27,2026-05-13,36,Yes
2134,David Mendoza,6,Kids,Male,USA,Basic,Animation,18,Laptop,14.71,2022-08-15,2026-01-16,46,No
2135,Kimberly Wilson,52,Adult,Female,Germany,Premium,Horror,47,Mobile,9.11,2023-03-09,2026-05-31,43,No
2136,David Kramer,42,Adult,Female,UK,Standard,Documentary,7,Tablet,18.59,2024-07-04,2026-03-29,16,Yes
2137,Kimberly Wood,31,Adult,Female,Australia,Standard,Horror,48,Smart TV,14.2,2024-05-30,2026-04-09,33,No
2138,David Miller,43,Adult,Male,Germany,Premium,Documentary,18,Laptop,6.74,2022-07-05,2026-03-17,33,No
2139,David Curtis,36,Adult,Female,UK,Basic,Action,12,Smart TV,19.63,2024-08-02,2026-01-04,38,No
2140,David Sherman,35,Adult,Female,USA,Premium,Fantasy,38,Laptop,14.35,2023-04-14,2026-01-14,46,No
2141,Timothy Clark,12,Kids,Male,Australia,Basic,Horror,46,Smart TV,10.88,2022-12-27,2026-02-19,35,Yes
2142,Courtney Garza,36,Adult,Female,USA,Premium,Horror,33,Mobile,15.84,2024-03-08,2026-03-18,17,No
2143,David Curtis,63,Adult,Female,Australia,Standard,Drama,11,Smart TV,16.14,2022-06-22,2026-02-12,24,No
2144,Erik Curtis,67,Adult,Male,Germany,Standard,Family,17,Mobile,5.31,2021-07-04,2026-04-29,50,No
2145,Courtney Clark,20,Adult,Female,India,Basic,Sci-Fi,18,Mobile,11.8,2021-03-17,2026-02-17,41,No
2146,Erik Wood,36,Adult,Male,Australia,Basic,Action,8,Laptop,9.15,2024-07-28,2026-03-24,4,Yes
2147,Timothy Curtis,44,Adult,Male,Germany,Basic,Horror,17,Smart TV,5.72,2024-06-06,2026-06-07,12,Yes
2148,Erik Clark,21,Adult,Female,France,Standard,Animation,49,Tablet,19.1,2023-01-16,2026-05-10,5,Yes
2149,Courtney Tucker,13,Kids,Female,India,Standard,Family,14,Mobile,18.37,2022-02-14,2026-05-31,1,Yes
2150,Courtney Clark,47,Adult,Male,UK,Basic,Fantasy,17,Laptop,5.57,2024-03-25,2026-04-06,22,No
2151,Courtney Garza,28,Adult,Male,UK,Standard,Romance,21,Tablet,5.08,2021-06-01,2026-01-30,23,Yes
2152,David Kramer,57,Adult,Female,Australia,Standard,Drama,48,Tablet,15.14,2024-06-30,2026-05-25,46,No
2153,Kimberly Wood,13,Kids,Female,Canada,Basic,Cartoon,31,Tablet,19.01,2021-11-23,2026-04-25,47,Yes
2154,Eddie Wilson,54,Adult,Male,USA,Premium,Drama,15,Mobile,11.96,2023-02-11,2026-01-06,19,No
2155,Jonathan Wilson,49,Adult,Male,USA,Basic,Sci-Fi,11,Laptop,16.01,2022-03-18,2026-03-18,23,Yes
2156,Courtney Curtis,41,Adult,Male,Canada,Standard,Thriller,6,Smart TV,10.91,2022-10-06,2026-01-05,46,No
2157,James Mendoza,41,Adult,Male,India,Basic,Comedy,10,Tablet,8.12,2021-07-29,2026-04-03,6,Yes
2158,Jonathan Wilson,13,Kids,Female,India,Basic,Sci-Fi,34,Mobile,6.1,2024-07-27,2026-02-25,7,Yes
2159,Timothy Tucker,52,Adult,Male,USA,Standard,Animation,8,Laptop,9.01,2022-05-07,2026-06-07,22,Yes
2160,James Tucker,20,Adult,Female,India,Premium,Family,39,Laptop,16.25,2024-08-25,2026-02-20,46,Yes
2161,Kimberly Clark,48,Adult,Male,Australia,Standard,Documentary,7,Mobile,9.95,2022-08-20,2026-05-06,4,No
2162,Eddie Sherman,23,Adult,Female,USA,Standard,Drama,15,Laptop,7.75,2021-11-19,2026-03-23,5,Yes
2163,Mark Kramer,61,Adult,Male,Canada,Standard,Drama,44,Smart TV,18.88,2021-07-21,2026-02-16,46,Yes
2164,Mark Tucker,36,Adult,Female,UK,Standard,Cartoon,21,Smart TV,9.72,2021-06-22,2026-03-20,41,No
2165,David Curtis,61,Adult,Female,USA,Premium,Documentary,20,Tablet,9.09,2022-03-10,2026-03-09,47,No
2166,David Sherman,39,Adult,Male,Canada,Premium,Documentary,36,Laptop,5.9,2022-09-20,2026-06-05,19,Yes
2167,Jo Curtis,24,Adult,Female,UK,Standard,Horror,25,Tablet,16.66,2022-02-19,2026-02-05,39,No
2168,Eddie Sherman,30,Adult,Female,Canada,Premium,Romance,43,Mobile,12.65,2022-09-20,2026-05-13,6,Yes
2169,Erik Curtis,55,Adult,Female,France,Standard,Romance,19,Mobile,10.15,2021-08-24,2026-06-07,35,No
2170,Kimberly Wilson,36,Adult,Female,India,Standard,Horror,6,Mobile,6.42,2023-02-08,2026-04-21,22,No
2171,Timothy Sherman,65,Adult,Female,UK,Premium,Romance,18,Laptop,11.91,2022-05-01,2026-01-02,20,No
2172,Mark Wood,56,Adult,Female,Australia,Basic,Fantasy,19,Mobile,9.93,2024-10-22,2026-02-03,34,No
2173,Timothy Sherman,61,Adult,Male,Australia,Basic,Horror,43,Laptop,6.41,2024-10-20,2026-03-26,21,No
2174,Jo Curtis,17,Kids,Male,UK,Basic,Horror,39,Mobile,13.47,2024-05-07,2026-05-31,40,Yes
2175,Kimberly Kramer,28,Adult,Female,Australia,Premium,Cartoon,20,Tablet,7.32,2024-10-10,2026-05-27,11,Yes
2176,Courtney Tucker,12,Kids,Male,UK,Basic,Sci-Fi,24,Tablet,10.02,2024-02-21,2026-01-07,8,No
2177,Jo Kramer,20,Adult,Female,USA,Basic,Action,8,Mobile,11.09,2022-04-26,2026-03-26,26,No
2178,Courtney Kramer,20,Adult,Female,Germany,Standard,Drama,34,Smart TV,9.77,2021-02-17,2026-05-07,18,No
2179,Erik Miller,25,Adult,Male,UK,Premium,Horror,6,Smart TV,12.95,2021-05-16,2026-02-12,2,Yes
2180,David Wilson,7,Kids,Female,France,Basic,Comedy,26,Smart TV,18.15,2024-03-28,2026-02-25,40,No
2181,Eddie Wood,28,Adult,Male,Canada,Premium,Comedy,21,Tablet,6.34,2021-10-04,2026-01-16,36,No
2182,Courtney Miller,38,Adult,Male,India,Standard,Drama,45,Tablet,15.7,2023-09-10,2026-02-22,30,Yes
2183,Erik Sherman,59,Adult,Male,USA,Basic,Romance,21,Laptop,9.78,2021-06-12,2026-05-21,13,No
2184,James Sherman,44,Adult,Male,France,Premium,Horror,7,Tablet,11.53,2023-06-17,2026-03-18,49,No
2185,Jonathan Tucker,6,Kids,Female,France,Standard,Drama,38,Mobile,9.68,2022-06-12,2026-04-08,1,Yes
2186,Timothy Wilson,19,Adult,Female,Australia,Standard,Romance,42,Smart TV,18.99,2023-05-04,2026-03-07,4,Yes
2187,James Sherman,6,Kids,Female,Canada,Standard,Romance,40,Laptop,5.25,2024-09-30,2026-02-25,2,Yes
2188,James Mendoza,39,Adult,Female,Canada,Standard,Horror,13,Mobile,6.44,2023-11-14,2026-05-09,28,No
2189,Kimberly Curtis,39,Adult,Female,UK,Basic,Family,24,Mobile,19.39,2022-03-16,2026-02-22,44,Yes
2190,James Garza,33,Adult,Male,Germany,Premium,Romance,32,Laptop,15.26,2023-05-11,2026-02-20,32,Yes
2191,Jo Miller,8,Kids,Female,Canada,Standard,Animation,9,Smart TV,19.18,2024-03-22,2026-04-12,38,No
2192,Courtney Wilson,25,Adult,Female,Germany,Standard,Thriller,39,Smart TV,12.46,2024-10-28,2026-06-05,10,Yes
2193,James Miller,52,Adult,Male,UK,Standard,Thriller,23,Smart TV,11.89,2024-03-17,2026-05-31,7,Yes
2194,Courtney Garza,35,Adult,Male,Australia,Premium,Drama,45,Laptop,16.77,2024-09-21,2026-01-12,47,No
2195,Jo Curtis,70,Adult,Male,India,Premium,Fantasy,18,Mobile,10.93,2024-07-04,2026-03-11,40,Yes
2196,Kimberly Curtis,66,Adult,Female,Australia,Basic,Thriller,8,Laptop,15.83,2021-06-27,2026-04-10,21,No
2197,Erik Sherman,58,Adult,Male,Germany,Premium,Romance,27,Mobile,18.48,2024-12-08,2026-03-22,31,No
2198,Jonathan Miller,70,Adult,Female,Canada,Standard,Sci-Fi,29,Laptop,17.27,2024-12-08,2026-03-09,43,Yes
2199,Eddie Tucker,15,Kids,Female,USA,Premium,Animation,25,Tablet,18.44,2023-10-04,2026-02-06,30,Yes
2200,James Clark,8,Kids,Male,UK,Premium,Sci-Fi,22,Tablet,18.13,2022-11-27,2026-01-23,40,No
2201,David Mendoza,14,Kids,Male,Canada,Standard,Sci-Fi,20,Mobile,6.22,2024-06-21,2026-01-14,26,Yes
2202,Timothy Sherman,25,Adult,Male,UK,Premium,Horror,49,Mobile,19.8,2023-08-13,2026-04-04,43,No
2203,Jonathan Garza,32,Adult,Male,Germany,Basic,Fantasy,27,Tablet,13.88,2022-04-17,2026-04-05,44,No
2204,David Miller,11,Kids,Female,UK,Premium,Thriller,10,Laptop,10.04,2023-01-02,2026-03-29,49,No
2205,Timothy Kramer,17,Kids,Female,India,Standard,Romance,11,Mobile,15.92,2022-03-19,2026-01-21,45,Yes
2206,Erik Wood,60,Adult,Female,USA,Premium,Horror,50,Mobile,7.58,2023-06-18,2026-03-16,4,No
2207,Eddie Sherman,57,Adult,Male,India,Standard,Documentary,38,Mobile,11.8,2023-06-20,2026-04-19,9,Yes
2208,Courtney Garza,32,Adult,Female,France,Standard,Thriller,39,Smart TV,6.88,2023-04-05,2026-04-12,29,Yes
2209,Eddie Tucker,37,Adult,Male,France,Basic,Family,32,Smart TV,14.96,2023-12-11,2026-02-26,3,No
2210,Courtney Miller,10,Kids,Female,USA,Basic,Romance,30,Tablet,11.47,2024-11-05,2026-04-16,21,No
2211,Timothy Curtis,53,Adult,Female,Australia,Basic,Horror,13,Mobile,5.03,2024-04-07,2026-06-02,8,Yes
2212,Jonathan Kramer,67,Adult,Female,India,Premium,Thriller,14,Mobile,16.16,2022-10-29,2026-03-19,18,Yes
2213,Jonathan Sherman,35,Adult,Female,Canada,Basic,Cartoon,48,Laptop,11.31,2022-11-01,2026-05-02,26,Yes
2214,Eddie Wood,40,Adult,Male,Germany,Premium,Action,30,Tablet,18.17,2024-11-11,2026-03-09,22,Yes
2215,Jonathan Miller,55,Adult,Female,USA,Premium,Thriller,28,Laptop,6.96,2023-04-27,2026-02-02,5,No
2216,Jonathan Mendoza,65,Adult,Female,France,Premium,Family,16,Tablet,10.9,2023-09-08,2026-05-27,40,No
2217,Kimberly Curtis,69,Adult,Male,India,Standard,Drama,32,Mobile,16,2021-03-31,2026-03-04,8,Yes
2218,David Sherman,55,Adult,Female,USA,Standard,Thriller,25,Mobile,10.7,2022-06-22,2026-01-25,39,No
2219,James Sherman,7,Kids,Male,India,Basic,Family,7,Laptop,10.33,2022-09-04,2026-03-18,41,No
2220,Erik Wood,18,Adult,Female,Germany,Basic,Fantasy,11,Tablet,19.31,2025-01-04,2026-03-09,7,No
2221,Courtney Kramer,24,Adult,Female,Canada,Basic,Drama,6,Tablet,19.16,2023-10-24,2026-04-03,6,Yes
2222,Erik Miller,70,Adult,Female,France,Basic,Cartoon,37,Tablet,15.33,2024-01-08,2026-06-07,17,Yes
2223,David Curtis,44,Adult,Female,India,Premium,Drama,27,Mobile,18.15,2022-10-29,2026-02-27,26,Yes
2224,David Curtis,18,Adult,Male,Australia,Standard,Sci-Fi,22,Laptop,15.28,2023-12-25,2026-06-06,41,Yes
2225,David Miller,28,Adult,Male,Germany,Basic,Thriller,46,Smart TV,6.79,2023-04-18,2026-01-17,36,Yes
2226,Mark Wilson,12,Kids,Male,France,Basic,Animation,17,Tablet,14.23,2021-01-01,2026-01-18,3,Yes
2227,Erik Garza,7,Kids,Male,Australia,Premium,Horror,47,Mobile,14.67,2024-08-19,2026-02-20,50,No
2228,David Clark,48,Adult,Male,Australia,Premium,Action,44,Tablet,15.1,2023-01-03,2026-04-25,13,No
2229,Timothy Wilson,27,Adult,Female,Canada,Premium,Sci-Fi,23,Laptop,19.92,2023-11-13,2026-03-15,22,No
2230,Courtney Wood,65,Adult,Male,Australia,Basic,Horror,27,Laptop,13.16,2021-07-23,2026-05-08,18,No
2231,Mark Clark,11,Kids,Male,Australia,Basic,Sci-Fi,10,Tablet,19.55,2023-06-17,2026-05-01,14,No
2232,James Kramer,62,Adult,Male,Germany,Basic,Documentary,34,Smart TV,11.46,2022-06-07,2026-02-09,6,Yes
2233,David Tucker,17,Kids,Female,India,Standard,Action,6,Tablet,6.63,2024-09-11,2026-05-05,23,Yes
2234,Mark Garza,22,Adult,Male,USA,Standard,Sci-Fi,43,Mobile,18.91,2024-12-26,2026-06-04,6,Yes
2235,Courtney Wood,62,Adult,Female,France,Basic,Sci-Fi,14,Mobile,17.59,2022-01-22,2026-04-17,40,No
2236,Eddie Kramer,47,Adult,Female,USA,Standard,Sci-Fi,29,Laptop,14.18,2021-03-08,2026-01-03,34,No
2237,Mark Sherman,11,Kids,Female,UK,Standard,Cartoon,20,Mobile,10.61,2023-06-27,2026-01-01,46,Yes
2238,Courtney Kramer,35,Adult,Male,USA,Basic,Documentary,17,Smart TV,9.82,2024-02-13,2026-05-19,29,Yes
2239,Mark Tucker,65,Adult,Male,France,Premium,Animation,32,Mobile,10.16,2021-06-23,2026-05-14,25,No
2240,Courtney Garza,17,Kids,Male,UK,Basic,Thriller,17,Tablet,13.95,2022-07-16,2026-01-08,21,Yes
2241,Timothy Sherman,12,Kids,Female,Australia,Standard,Sci-Fi,10,Smart TV,11.68,2024-09-11,2026-03-15,5,Yes
2242,Courtney Mendoza,55,Adult,Female,UK,Standard,Documentary,35,Smart TV,11.99,2023-01-16,2026-05-09,17,No
2243,Erik Clark,10,Kids,Male,Germany,Standard,Cartoon,7,Tablet,14.65,2024-08-12,2026-04-13,5,Yes
2244,Eddie Miller,13,Kids,Female,Germany,Premium,Animation,50,Mobile,8.32,2023-01-22,2026-03-31,30,Yes
2245,Kimberly Curtis,14,Kids,Male,Canada,Premium,Fantasy,11,Tablet,7.1,2022-02-08,2026-01-26,29,Yes
2246,James Miller,37,Adult,Female,India,Basic,Thriller,9,Smart TV,9.9,2023-08-14,2026-02-24,26,No
2247,Mark Clark,28,Adult,Male,Germany,Basic,Cartoon,7,Smart TV,13.19,2022-12-05,2026-03-02,16,Yes
2248,James Curtis,66,Adult,Female,Germany,Standard,Drama,16,Laptop,18.05,2021-04-21,2026-05-13,26,Yes
2249,Jo Wood,22,Adult,Female,Germany,Premium,Thriller,48,Mobile,16.4,2024-10-08,2026-03-24,17,Yes
2250,Jonathan Mendoza,36,Adult,Female,USA,Standard,Fantasy,37,Smart TV,18.08,2021-12-27,2026-05-22,38,Yes
2251,James Miller,7,Kids,Female,USA,Basic,Documentary,35,Smart TV,10.78,2023-12-04,2026-01-13,17,Yes
2252,Mark Mendoza,25,Adult,Female,Australia,Basic,Drama,6,Laptop,6.35,2021-11-16,2026-02-17,14,Yes
2253,Timothy Mendoza,11,Kids,Female,Germany,Standard,Comedy,39,Laptop,7.48,2021-10-03,2026-05-21,10,No
2254,Jo Tucker,34,Adult,Male,India,Premium,Animation,8,Tablet,16.63,2021-10-18,2026-03-12,1,No
2255,Timothy Kramer,42,Adult,Male,Australia,Standard,Horror,48,Smart TV,12.08,2024-11-03,2026-02-21,14,Yes
2256,James Garza,22,Adult,Female,USA,Basic,Sci-Fi,34,Mobile,16.07,2025-01-17,2026-03-31,25,No
2257,Eddie Garza,52,Adult,Male,Australia,Premium,Romance,27,Laptop,6.4,2023-07-19,2026-03-03,39,Yes
2258,Timothy Wilson,42,Adult,Female,France,Premium,Drama,11,Mobile,17.97,2024-01-06,2026-03-12,35,No
2259,David Tucker,35,Adult,Male,Canada,Basic,Horror,12,Mobile,6.71,2024-11-10,2026-02-25,2,No
2260,Eddie Mendoza,59,Adult,Female,Australia,Premium,Drama,7,Tablet,5.65,2023-12-16,2026-05-29,37,No
2261,Timothy Curtis,63,Adult,Female,Australia,Basic,Romance,50,Tablet,19.6,2021-02-18,2026-04-15,17,No
2262,Jonathan Curtis,6,Kids,Male,Germany,Basic,Drama,47,Laptop,8.53,2022-08-03,2026-06-08,7,Yes
2263,Kimberly Wood,60,Adult,Male,UK,Standard,Drama,23,Laptop,9.62,2024-01-26,2026-04-16,24,No
2264,Kimberly Wilson,70,Adult,Male,Australia,Standard,Romance,10,Tablet,16.27,2022-09-29,2026-04-02,45,No
2265,Timothy Tucker,42,Adult,Female,UK,Premium,Comedy,29,Laptop,12.18,2022-06-09,2026-03-25,37,Yes
2266,Erik Miller,53,Adult,Male,France,Standard,Animation,38,Smart TV,6.12,2023-11-04,2026-06-08,27,No
2267,Jonathan Tucker,44,Adult,Female,USA,Premium,Animation,40,Tablet,5.9,2021-11-06,2026-06-03,44,Yes
2268,Mark Wood,20,Adult,Male,Australia,Basic,Sci-Fi,40,Mobile,6.84,2022-06-02,2026-02-07,6,Yes
2269,James Garza,56,Adult,Male,USA,Standard,Thriller,50,Tablet,12.7,2023-02-03,2026-02-10,6,Yes
2270,Mark Garza,21,Adult,Male,India,Basic,Horror,36,Mobile,13.1,2022-08-22,2026-04-01,32,No
2271,James Miller,65,Adult,Female,India,Standard,Drama,32,Laptop,18.67,2024-06-25,2026-04-01,42,Yes
2272,David Garza,58,Adult,Male,Australia,Basic,Sci-Fi,49,Smart TV,17.5,2023-07-12,2026-04-27,15,Yes
2273,Kimberly Mendoza,42,Adult,Female,Germany,Basic,Documentary,46,Laptop,18.71,2022-03-14,2026-01-26,4,No
2274,Courtney Garza,55,Adult,Female,Canada,Basic,Sci-Fi,50,Smart TV,17.76,2022-05-30,2026-01-18,31,No
2275,Kimberly Kramer,67,Adult,Male,India,Basic,Horror,39,Tablet,11.64,2022-08-16,2026-05-16,11,Yes
2276,Jo Mendoza,10,Kids,Female,USA,Premium,Fantasy,10,Smart TV,16.67,2022-10-15,2026-06-03,29,Yes
2277,Eddie Curtis,7,Kids,Male,Canada,Premium,Drama,46,Smart TV,10.53,2023-05-02,2026-01-26,37,Yes
2278,David Curtis,55,Adult,Female,Australia,Standard,Cartoon,20,Laptop,19.18,2024-09-30,2026-01-20,23,Yes
2279,Kimberly Curtis,51,Adult,Male,France,Premium,Documentary,16,Smart TV,9.84,2024-06-04,2026-02-19,35,Yes
2280,Eddie Garza,57,Adult,Female,Germany,Basic,Romance,30,Mobile,15.69,2023-07-09,2026-04-02,23,Yes
2281,David Wood,7,Kids,Male,Canada,Basic,Cartoon,42,Laptop,9.28,2023-08-16,2026-05-15,39,No
2282,Jo Curtis,54,Adult,Male,Australia,Premium,Documentary,15,Tablet,11.04,2023-09-23,2026-02-21,38,No
2283,James Kramer,40,Adult,Female,India,Premium,Family,50,Smart TV,15.27,2021-04-28,2026-05-04,6,No
2284,James Clark,30,Adult,Male,USA,Standard,Drama,44,Mobile,18.77,2022-07-12,2026-03-25,30,Yes
2285,Eddie Clark,54,Adult,Male,India,Premium,Fantasy,29,Laptop,7.26,2021-08-30,2026-05-26,12,Yes
2286,David Wood,51,Adult,Female,India,Premium,Documentary,46,Tablet,17.36,2024-10-12,2026-05-24,25,Yes
2287,Jo Garza,56,Adult,Female,France,Premium,Thriller,18,Smart TV,10.82,2024-08-05,2026-05-25,33,No
2288,Kimberly Curtis,58,Adult,Female,Australia,Basic,Action,46,Laptop,19.02,2022-09-10,2026-03-22,43,No
2289,David Mendoza,40,Adult,Female,India,Basic,Romance,49,Tablet,9.41,2023-03-14,2026-01-10,28,Yes
2290,Courtney Kramer,56,Adult,Female,UK,Standard,Drama,23,Tablet,13.99,2023-01-22,2026-05-05,30,No
2291,David Clark,21,Adult,Male,Australia,Standard,Documentary,15,Mobile,17.83,2022-12-18,2026-05-28,48,No
2292,Courtney Sherman,54,Adult,Female,India,Premium,Action,27,Smart TV,10.08,2024-09-13,2026-03-09,24,No
2293,Mark Clark,10,Kids,Male,Australia,Premium,Romance,35,Smart TV,13.05,2021-03-12,2026-06-03,26,No
2294,Jo Wilson,26,Adult,Male,France,Premium,Documentary,9,Smart TV,13.94,2022-12-17,2026-03-16,41,Yes
2295,Eddie Wood,66,Adult,Female,UK,Standard,Drama,38,Smart TV,13.1,2023-03-13,2026-06-10,23,No
2296,Erik Sherman,5,Kids,Female,Germany,Premium,Sci-Fi,33,Mobile,9.59,2023-09-18,2026-04-30,46,Yes
2297,Courtney Sherman,54,Adult,Male,Canada,Premium,Sci-Fi,32,Laptop,11.72,2023-12-31,2026-03-03,37,No
2298,David Garza,44,Adult,Male,USA,Standard,Documentary,6,Smart TV,16.05,2022-01-19,2026-04-11,42,No
2299,James Sherman,51,Adult,Female,France,Standard,Thriller,16,Laptop,19.25,2024-05-19,2026-04-21,20,Yes
2300,Jo Kramer,19,Adult,Female,USA,Basic,Horror,26,Mobile,18.41,2023-12-24,2026-04-25,49,Yes
2301,Mark Sherman,27,Adult,Female,Australia,Basic,Drama,13,Laptop,15.56,2023-03-03,2026-02-11,42,No
2302,Jo Miller,43,Adult,Male,Canada,Standard,Animation,24,Smart TV,6.29,2024-01-11,2026-03-14,3,No
2303,Mark Miller,27,Adult,Female,UK,Premium,Cartoon,16,Laptop,18.8,2023-04-29,2026-05-30,9,Yes
2304,Mark Tucker,43,Adult,Male,Germany,Basic,Action,17,Smart TV,7.55,2022-08-29,2026-05-01,2,Yes
2305,Erik Sherman,51,Adult,Female,USA,Premium,Documentary,8,Tablet,11.69,2022-06-16,2026-03-01,10,No
2306,James Curtis,49,Adult,Male,USA,Premium,Action,14,Laptop,14.43,2024-04-17,2026-02-06,49,Yes
2307,James Kramer,62,Adult,Female,France,Premium,Thriller,49,Mobile,14.98,2024-07-05,2026-02-18,19,Yes
2308,Jonathan Wood,67,Adult,Male,France,Basic,Cartoon,9,Tablet,10.5,2024-03-16,2026-02-15,8,No
2309,Jonathan Wood,48,Adult,Female,India,Basic,Comedy,10,Smart TV,12.89,2023-03-23,2026-06-06,17,Yes
2310,Kimberly Wood,12,Kids,Female,Australia,Standard,Horror,28,Laptop,13.34,2022-04-04,2026-06-04,22,No
2311,Jonathan Mendoza,63,Adult,Male,France,Basic,Action,18,Mobile,10.12,2023-11-14,2026-04-21,11,No
2312,David Clark,56,Adult,Female,USA,Standard,Documentary,47,Tablet,15.61,2024-04-11,2026-05-16,24,Yes
2313,Jonathan Kramer,45,Adult,Female,France,Premium,Documentary,20,Mobile,17.6,2024-09-28,2026-03-13,31,Yes
2314,Courtney Tucker,19,Adult,Female,Australia,Premium,Fantasy,47,Tablet,7.65,2023-03-31,2026-04-28,42,Yes
2315,Mark Kramer,65,Adult,Male,Canada,Basic,Family,10,Tablet,14.04,2022-02-12,2026-01-18,2,Yes
2316,Courtney Sherman,19,Adult,Female,Canada,Basic,Cartoon,40,Mobile,13.54,2024-08-18,2026-01-05,33,No
2317,Courtney Wood,31,Adult,Male,India,Standard,Family,33,Tablet,19.43,2024-02-26,2026-03-03,43,No
2318,Mark Wood,53,Adult,Male,Canada,Premium,Thriller,16,Laptop,10.55,2021-03-17,2026-01-10,16,No
2319,James Curtis,57,Adult,Male,Germany,Standard,Thriller,50,Smart TV,7.36,2024-12-14,2026-02-19,42,No
2320,Erik Clark,21,Adult,Female,Germany,Standard,Romance,43,Laptop,8.78,2024-12-25,2026-03-09,14,No
2321,Jonathan Sherman,6,Kids,Male,India,Standard,Documentary,35,Smart TV,5.66,2023-01-12,2026-01-02,8,Yes
2322,Timothy Clark,21,Adult,Male,Australia,Standard,Animation,40,Smart TV,5.07,2022-07-13,2026-04-23,49,Yes
2323,Jonathan Tucker,10,Kids,Female,Germany,Basic,Romance,38,Tablet,16.38,2022-07-21,2026-04-11,6,No
2324,Courtney Sherman,70,Adult,Female,UK,Premium,Action,19,Laptop,13.26,2021-01-12,2026-01-30,36,Yes
2325,Erik Kramer,13,Kids,Female,Canada,Basic,Sci-Fi,31,Mobile,14.74,2024-11-12,2026-02-01,15,No
2326,Mark Garza,51,Adult,Female,Australia,Premium,Romance,37,Mobile,14.64,2024-01-17,2026-05-26,20,Yes
2327,Courtney Miller,53,Adult,Male,India,Premium,Sci-Fi,17,Laptop,8.46,2021-11-06,2026-05-27,46,Yes
2328,Eddie Curtis,65,Adult,Female,France,Standard,Horror,31,Laptop,16.59,2021-12-21,2026-06-05,34,No
2329,Timothy Wilson,54,Adult,Male,UK,Standard,Sci-Fi,45,Smart TV,13.32,2024-08-20,2026-03-13,46,No
2330,James Sherman,56,Adult,Male,India,Standard,Thriller,35,Laptop,14.13,2021-10-25,2026-03-02,36,Yes
2331,Kimberly Wilson,45,Adult,Male,France,Premium,Drama,34,Laptop,19.7,2025-01-03,2026-01-14,47,No
2332,Kimberly Clark,21,Adult,Male,Germany,Standard,Comedy,19,Laptop,10.53,2023-05-25,2026-01-23,11,Yes
2333,Mark Clark,44,Adult,Female,France,Standard,Action,39,Mobile,16.13,2022-06-26,2026-03-10,16,No
